#{"t_start": 1743034456.1590307, "env_id": "PandaReach-v3"}
r,l,t
-50.0,50,631.603142
-50.0,50,632.183511
-50.0,50,633.193875
-50.0,50,634.196329
-50.0,50,635.201416
-2.0,3,636.132516
-50.0,50,637.221855
-50.0,50,638.180662
-46.0,47,639.181359
-50.0,50,640.187691
0.0,1,641.152221
-50.0,50,641.194943
-45.0,46,642.196031
-50.0,50,643.207318
-23.0,24,644.189102
-50.0,50,645.213429
-34.0,35,646.207061
-50.0,50,647.226403
-20.0,21,648.206346
-1.0,2,649.197566
-50.0,50,650.307523
-50.0,50,651.313425
-50.0,50,652.319211
-50.0,50,653.322795
-50.0,50,654.331792
-5.0,6,655.236784
-29.0,30,656.296295
-32.0,33,657.324009
-2.0,3,658.24481
-25.0,26,659.313435
-22.0,23,660.304162
-50.0,50,661.398605
-1.0,2,662.264496
-19.0,20,663.313139
0.0,1,664.273172
-50.0,50,665.391294
0.0,1,666.278553
-50.0,50,666.405124
-35.0,36,667.372247
-50.0,50,668.337907
-15.0,16,669.312487
-34.0,35,670.328366
-21.0,22,671.323585
-12.0,13,672.325948
-14.0,15,673.332315
0.0,1,674.318602
-8.0,9,674.32647
-50.0,50,675.37008
-50.0,50,676.36942
-50.0,50,677.375756
-30.0,31,678.373794
-50.0,50,679.386252
-50.0,50,680.39173
-50.0,50,681.397302
-40.0,41,682.394096
-18.0,19,683.378611
-50.0,50,684.411486
-11.0,12,685.382193
-50.0,50,686.425226
-20.0,21,687.398671
-50.0,50,688.898482
-50.0,50,689.436539
-50.0,50,690.44293
-50.0,50,691.444255
-50.0,50,692.449563
-50.0,50,693.455075
-50.0,50,694.461271
-31.0,32,695.449943
-8.0,9,696.435797
-2.0,3,697.436241
-50.0,50,697.480282
-10.0,11,698.448843
-12.0,13,699.456315
-50.0,50,700.493968
-36.0,37,701.48758
-36.0,37,702.497464
-50.0,50,703.509442
-15.0,16,704.484801
-50.0,50,705.520246
-50.0,50,706.522784
-35.0,36,707.515507
-8.0,9,708.497379
-50.0,50,709.537885
-34.0,35,710.53086
-50.0,50,711.549333
-50.0,50,712.553257
-10.0,11,713.523727
-20.0,21,714.538654
-6.0,7,715.528617
-16.0,17,716.542506
-50.0,50,717.575402
-50.0,50,718.582078
-1.0,2,719.543999
-50.0,50,719.59016
-30.0,31,720.575835
-50.0,50,721.597442
-26.0,27,722.580778
0.0,1,723.561909
-28.0,29,723.586787
-4.0,5,724.570657
-12.0,13,725.583972
-50.0,50,726.619779
-50.0,50,727.622776
-50.0,50,728.627329
-20.0,21,729.609605
-50.0,50,730.637856
-50.0,50,731.64249
-14.0,15,732.615606
-50.0,50,733.65093
-50.0,50,734.657107
0.0,1,735.617243
0.0,1,735.618614
-50.0,50,735.665434
-50.0,50,736.663195
-50.0,50,737.667595
-50.0,50,738.676199
-50.0,50,739.679929
-50.0,50,740.685961
-50.0,50,742.806133
-50.0,50,743.705256
-50.0,50,-19038.028086
-6.0,7,-19037.061733
-50.0,50,-19036.017624
-50.0,50,-19035.01478
-9.0,10,-19034.044821
0.0,1,-19033.048484
-9.0,10,-19033.039014
-31.0,32,-19032.015487
-47.0,48,-19030.992635
-34.0,35,-19030.004271
-39.0,40,-19028.990853
-20.0,21,-19028.007502
-50.0,50,-19026.976573
-18.0,19,-19025.999526
-12.0,13,-19024.999645
-50.0,50,-19023.964307
-28.0,29,-19022.978575
-50.0,50,-19021.952624
-27.0,28,-19020.967836
-50.0,50,-19019.936375
-50.0,50,-19018.936965
-48.0,49,-19017.934987
-50.0,50,-19016.928453
-31.0,32,-19015.938088
-38.0,39,-19014.929371
-50.0,50,-19013.91241
-9.0,10,-19012.9428
-50.0,50,-19011.904234
-50.0,50,-19010.8995
-31.0,32,-19009.910384
-46.0,47,-19008.895385
-13.0,14,-19007.917054
-11.0,12,-19006.914278
-12.0,13,-19005.908487
-2.0,3,-19004.912381
-31.0,32,-19004.886067
-10.0,11,-19003.901443
-50.0,50,-19002.861647
-29.0,30,-19001.87369
-50.0,50,-19000.851693
-50.0,50,-18999.846246
-13.0,14,-18998.872909
-33.0,34,-18997.84983
-50.0,50,-18996.828637
-2.0,3,-18995.870235
-27.0,28,-18994.844426
-16.0,17,-18993.852593
-50.0,50,-18992.820177
-50.0,50,-18991.81402
-50.0,50,-18990.809983
-50.0,50,-18989.805074
-50.0,50,-18988.799788
-18.0,19,-18987.820792
-14.0,15,-18986.819366
-50.0,50,-18985.786216
-50.0,50,-18984.778641
-44.0,45,-18983.779616
-50.0,50,-18982.309711
-4.0,5,-18981.80522
-50.0,50,-18980.761463
-6.0,7,-18979.792885
-50.0,50,-18978.744955
-19.0,20,-18977.771908
-45.0,46,-18976.745223
-50.0,50,-18975.737749
-50.0,50,-18974.731434
-50.0,50,-18973.724921
-43.0,44,-18972.727598
-46.0,47,-18971.718322
-50.0,50,-18970.711843
-50.0,50,-18969.70691
-50.0,50,-18968.702887
-31.0,32,-18967.715052
-50.0,50,-18966.691706
-22.0,23,-18965.712724
-50.0,50,-18964.683945
-50.0,50,-18963.67642
-23.0,24,-18962.69562
-50.0,50,-18961.658589
-6.0,7,-18960.701525
-28.0,29,-18959.679585
-23.0,24,-18958.677265
-50.0,50,-18957.651092
-43.0,44,-18956.650242
-15.0,16,-18955.666253
-50.0,50,-18954.635967
-6.0,7,-18953.669425
-50.0,50,-18952.626476
-50.0,50,-18951.619962
-28.0,29,-18950.635788
-15.0,16,-18949.641005
-41.0,42,-18948.613477
-22.0,23,-18947.625908
-42.0,43,-18946.599582
-50.0,50,-18945.589607
-3.0,4,-18944.627866
-50.0,50,-18943.584134
-50.0,50,-18942.579897
-43.0,44,-18941.577649
-50.0,50,-18940.566992
-50.0,50,-18939.563855
-26.0,27,-18938.57738
-31.0,32,-18937.567736
-50.0,50,-18936.549021
-25.0,26,-18935.564414
-19.0,20,-18934.56495
-50.0,50,-18933.534791
-50.0,50,-18932.530937
-4.0,5,-18931.564658
-8.0,9,-18930.556244
-28.0,29,-18929.534046
-26.0,27,-18928.528226
-50.0,50,-18927.50573
-3.0,4,-18926.540628
-4.0,5,-18925.536471
-50.0,50,-18924.02347
-50.0,50,-18923.487365
-41.0,42,-18922.490816
-44.0,45,-18921.482337
-21.0,22,-18920.496995
-17.0,18,-18919.495136
-50.0,50,-18918.463873
-50.0,50,-18917.459643
-44.0,45,-18916.449202
-17.0,18,-18915.47612
-13.0,14,-18914.476099
-32.0,33,-18913.442976
-50.0,50,-18912.434508
-48.0,49,-18911.430221
-50.0,50,-18910.426537
0.0,1,-18909.462933
-50.0,50,-18909.420481
-21.0,22,-18908.440385
-5.0,6,-18907.448245
-22.0,23,-18906.429504
-18.0,19,-18905.424111
-6.0,7,-18904.43368
-50.0,50,-18903.389603
-50.0,50,-18902.38598
-50.0,50,-18901.380549
-50.0,50,-18900.378207
-50.0,50,-18899.374411
-50.0,50,-18898.367982
-1.0,2,-18897.407164
-15.0,16,-18897.392591
-6.0,7,-18896.398111
-50.0,50,-18895.355973
-24.0,25,-18894.369349
-31.0,32,-18893.359334
-17.0,18,-18892.349378
-1.0,2,-18891.520832
-19.0,20,-18891.503347
-50.0,50,-18891.45728
-5.0,6,-18891.449906
-50.0,50,-18891.391786
-21.0,22,-18891.368694
-1.0,2,-18891.359793
-3.0,4,-18891.35619
-12.0,13,-18891.341791
-3.0,4,-18891.33038
-25.0,26,-18891.303962
-26.0,27,-18891.274901
-19.0,20,-18891.249662
-8.0,9,-18891.229004
-13.0,14,-18891.212003
-26.0,27,-18891.186113
-15.0,16,-18891.167881
-50.0,50,-18891.1223
-11.0,12,-18891.105937
-50.0,50,-18891.055713
-50.0,50,-18890.998775
-37.0,38,-18890.952899
-50.0,50,-18890.902341
-15.0,16,-18890.883727
-11.0,12,-18890.869795
-7.0,8,-18890.858342
-50.0,50,-18890.809086
-4.0,5,-18890.801647
-50.0,50,-18890.752455
-41.0,42,-18890.706869
-33.0,34,-18890.667834
-50.0,50,-18890.619624
-26.0,27,-18890.589758
-20.0,21,-18890.562633
-36.0,37,-18890.524734
-50.0,50,-18889.949675
-7.0,8,-18889.939423
-20.0,21,-18889.9166
-9.0,10,-18889.904409
-50.0,50,-18889.845591
-50.0,50,-18889.788181
-50.0,50,-18889.731738
-5.0,6,-18889.723871
-50.0,50,-18889.672947
-50.0,50,-18889.621107
-10.0,11,-18889.601702
-5.0,6,-18889.590342
-6.0,7,-18889.581004
-21.0,22,-18889.558896
-32.0,33,-18889.524369
-28.0,29,-18889.492659
-50.0,50,-18889.443071
-30.0,31,-18889.409093
-5.0,6,-18889.398916
-3.0,4,-18889.392652
-45.0,46,-18889.344686
-50.0,50,-18889.29125
-50.0,50,-18889.240163
-36.0,37,-18889.202984
-16.0,17,-18889.180919
-16.0,17,-18889.163419
-2.0,3,-18889.159509
-11.0,12,-18889.148153
-15.0,16,-18889.131058
-29.0,30,-18889.101378
-30.0,31,-18889.066657
-14.0,15,-18889.04868
-50.0,50,-18888.999503
-32.0,33,-18888.965813
-12.0,13,-18888.949653
-24.0,25,-18888.921943
-50.0,50,-18888.873592
-1.0,2,-18888.868033
-50.0,50,-18888.818057
-50.0,50,-18888.763353
-20.0,21,-18888.741725
-27.0,28,-18888.711364
-1.0,2,-18888.700694
-50.0,50,-18888.652102
-50.0,50,-18888.593685
-50.0,50,-18888.538784
-7.0,8,-18888.527535
-50.0,50,-18888.47134
-50.0,50,-18888.423451
-27.0,28,-18888.392225
-40.0,41,-18888.348047
-50.0,50,-18888.295482
-10.0,11,-18888.282938
-8.0,9,-18888.268687
-2.0,3,-18888.25732
-50.0,50,-18888.208633
-50.0,50,-18888.154357
-5.0,6,-18888.146236
-10.0,11,-18888.133724
-19.0,20,-18888.10723
-19.0,20,-18888.082057
-3.0,4,-18888.07338
-20.0,21,-18888.049811
-14.0,15,-18888.028325
-34.0,35,-18887.994336
-14.0,15,-18887.977659
-50.0,50,-18887.928297
-3.0,4,-18887.92141
-10.0,11,-18887.907435
-50.0,50,-18887.854413
-35.0,36,-18887.815747
-50.0,50,-18887.762521
-43.0,44,-18887.237253
-1.0,2,-18887.229937
-9.0,10,-18887.220615
-40.0,41,-18887.177454
-50.0,50,-18887.122916
-13.0,14,-18887.103135
-3.0,4,-18887.095148
-16.0,17,-18887.074229
-30.0,31,-18887.036261
-6.0,7,-18887.02631
-9.0,10,-18887.013911
-36.0,37,-18886.971105
-6.0,7,-18886.958833
-50.0,50,-18886.910768
-42.0,43,-18886.867495
-23.0,24,-18886.843097
-18.0,19,-18886.819123
-18.0,19,-18886.794204
-50.0,50,-18886.741967
-22.0,23,-18886.716691
-22.0,23,-18886.691957
-50.0,50,-18886.63852
-9.0,10,-18886.620843
-27.0,28,-18886.586757
-12.0,13,-18886.569379
-50.0,50,-18886.51658
-50.0,50,-18886.467049
-1.0,2,-18886.462358
-19.0,20,-18886.443147
-50.0,50,-18886.393072
-15.0,16,-18886.374439
-23.0,24,-18886.349955
-27.0,28,-18886.321015
0.0,1,-18886.312649
-3.0,4,-18886.308732
-29.0,30,-18886.277277
-19.0,20,-18886.254142
0.0,1,-18886.245874
-44.0,45,-18886.204033
-17.0,18,-18886.180734
-4.0,5,-18886.167018
-26.0,27,-18886.141062
-8.0,9,-18886.130277
-24.0,25,-18886.099604
-19.0,20,-18886.078988
-26.0,27,-18886.044899
-9.0,10,-18886.02936
-50.0,50,-18885.975712
-50.0,50,-18885.924957
-50.0,50,-18885.874473
-24.0,25,-18885.847611
-38.0,39,-18885.810221
-28.0,29,-18885.774398
-50.0,50,-18885.723291
-50.0,50,-18885.675493
-22.0,23,-18885.648871
-16.0,17,-18885.629831
-7.0,8,-18885.620959
0.0,1,-18885.618751
-3.0,4,-18885.614367
-6.0,7,-18885.605549
-37.0,38,-18885.566823
-50.0,50,-18885.514793
-50.0,50,-18885.462577
-50.0,50,-18885.414742
-50.0,50,-18885.366453
-34.0,35,-18885.330274
-50.0,50,-18885.280006
-1.0,2,-18885.27635
-4.0,5,-18885.272075
-50.0,50,-18885.224608
-13.0,14,-18885.205831
-25.0,26,-18885.179396
-50.0,50,-18885.13209
-5.0,6,-18885.12267
-3.0,4,-18885.116146
-46.0,47,-18885.066128
-7.0,8,-18885.052882
-50.0,50,-18884.531093
-41.0,42,-18884.483184
-16.0,17,-18884.459794
-2.0,3,-18884.455937
-3.0,4,-18884.452102
-2.0,3,-18884.447874
-27.0,28,-18884.420559
0.0,1,-18884.416096
-4.0,5,-18884.411509
0.0,1,-18884.407868
-50.0,50,-18884.359781
-35.0,36,-18884.323637
-50.0,50,-18884.269932
-16.0,17,-18884.250612
-50.0,50,-18884.203441
-36.0,37,-18884.166794
-29.0,30,-18884.113952
-27.0,28,-18884.069313
-50.0,50,-18884.008838
-50.0,50,-18883.951779
-50.0,50,-18883.900049
-39.0,40,-18883.856255
-27.0,28,-18883.825522
-45.0,46,-18883.781152
-10.0,11,-18883.764866
-34.0,35,-18883.724961
-12.0,13,-18883.704373
-50.0,50,-18883.655139
-27.0,28,-18883.622621
-25.0,26,-18883.592067
-15.0,16,-18883.574932
-9.0,10,-18883.564822
-1.0,2,-18883.555161
-5.0,6,-18883.549196
-6.0,7,-18883.534346
-25.0,26,-18883.509141
-12.0,13,-18883.495256
-50.0,50,-18883.444798
-5.0,6,-18883.435354
-48.0,49,-18883.384274
-22.0,23,-18883.356895
-16.0,17,-18883.33744
-3.0,4,-18883.332232
-28.0,29,-18883.298642
-12.0,13,-18883.28289
-28.0,29,-18883.251781
-18.0,19,-18883.229162
-50.0,50,-18883.180231
-50.0,50,-18883.129768
-50.0,50,-18883.076115
-34.0,35,-18883.042168
-2.0,3,-18883.038036
-7.0,8,-18883.030655
-17.0,18,-18883.001237
-15.0,16,-18882.977947
-13.0,14,-18882.957132
-24.0,25,-18882.934424
-50.0,50,-18882.884662
-3.0,4,-18882.877279
-13.0,14,-18882.860056
-50.0,50,-18882.811127
-50.0,50,-18882.757655
-16.0,17,-18882.740041
-33.0,34,-18882.705539
-30.0,31,-18882.66973
-15.0,16,-18882.648005
-22.0,23,-18882.624949
-8.0,9,-18882.613602
-3.0,4,-18882.607822
-34.0,35,-18882.573269
-11.0,12,-18882.560579
-50.0,50,-18882.507379
-17.0,18,-18882.487591
-11.0,12,-18882.468464
-49.0,50,-18882.414946
-40.0,41,-18882.375655
-22.0,23,-18882.350028
-15.0,16,-18882.332359
-17.0,18,-18882.313345
-21.0,22,-18881.758553
-28.0,29,-18881.069727
-44.0,45,-18880.049685
-7.0,8,-18879.077425
-11.0,12,-18878.068155
-13.0,14,-18877.061947
-50.0,50,-18876.02724
-27.0,28,-18875.040377
-4.0,5,-18874.052766
-8.0,9,-18873.043494
-36.0,37,-18872.01469
-9.0,10,-18871.032583
-46.0,47,-18869.995409
-13.0,14,-18869.018317
-3.0,4,-18868.020954
-15.0,16,-18867.006266
-12.0,13,-18866.003196
-25.0,26,-18864.987784
-20.0,21,-18863.985237
-50.0,50,-18862.956649
-11.0,12,-18861.983279
-13.0,14,-18860.976655
-20.0,21,-18859.966642
-4.0,5,-18858.973977
-31.0,32,-18857.944037
-12.0,13,-18856.956102
-37.0,38,-18855.93092
-50.0,50,-18854.914864
-9.0,10,-18853.942513
-4.0,5,-18852.941241
-22.0,23,-18851.920804
-20.0,21,-18850.917395
-17.0,18,-18849.916611
-8.0,9,-18848.917635
-30.0,31,-18847.891284
-38.0,39,-18846.88065
-9.0,10,-18845.900815
-21.0,22,-18844.88635
-9.0,10,-18843.891126
-1.0,2,-18842.892975
-9.0,10,-18842.884149
-5.0,6,-18841.884494
-5.0,6,-18840.880494
-45.0,46,-18839.840716
-16.0,17,-18838.861583
-28.0,29,-18838.125424
-4.0,5,-18838.115301
-18.0,19,-18838.095026
-6.0,7,-18838.083048
-6.0,7,-18838.074743
-2.0,3,-18838.069757
-50.0,50,-18838.024803
-5.0,6,-18838.016561
-4.0,5,-18838.009644
-4.0,5,-18838.000836
-11.0,12,-18837.984363
0.0,1,-18837.97744
-1.0,2,-18837.975249
-9.0,10,-18837.966216
-35.0,36,-18837.92994
-14.0,15,-18837.915084
-11.0,12,-18837.901347
-13.0,14,-18837.882837
-16.0,17,-18837.863451
-50.0,50,-18837.815671
-44.0,45,-18837.770749
-3.0,4,-18837.763026
-8.0,9,-18837.74964
-19.0,20,-18837.722507
-50.0,50,-18837.671271
-50.0,50,-18837.620485
-17.0,18,-18837.599127
-15.0,16,-18837.576734
-15.0,16,-18837.560392
-38.0,39,-18837.522692
-8.0,9,-18837.507364
-19.0,20,-18837.489725
-25.0,26,-18837.459546
-35.0,36,-18837.422947
-4.0,5,-18837.410969
-20.0,21,-18837.389003
-14.0,15,-18837.368463
-13.0,14,-18837.352961
-38.0,39,-18837.313237
-50.0,50,-18837.262375
-31.0,32,-18837.230291
-18.0,19,-18837.207553
-12.0,13,-18837.194109
-4.0,5,-18837.18204
-2.0,3,-18837.17736
-25.0,26,-18837.144309
-2.0,3,-18837.13916
-1.0,2,-18837.137202
-6.0,7,-18837.127325
-4.0,5,-18837.121032
-20.0,21,-18837.097573
-50.0,50,-18837.047597
-50.0,50,-18836.996739
-8.0,9,-18836.981658
-50.0,50,-18836.928078
0.0,1,-18836.921987
-7.0,8,-18836.914451
-22.0,23,-18836.886142
-9.0,10,-18836.402821
-50.0,50,-18836.350664
0.0,1,-18836.345098
-34.0,35,-18836.312785
-50.0,50,-18836.253849
-3.0,4,-18836.242327
-10.0,11,-18836.228352
-2.0,3,-18836.217862
-10.0,11,-18836.208162
-9.0,10,-18836.19515
-13.0,14,-18836.175345
-22.0,23,-18836.150452
-17.0,18,-18836.129183
-20.0,21,-18836.102325
-20.0,21,-18836.077989
-8.0,9,-18836.062465
-20.0,21,-18836.036424
-31.0,32,-18836.001556
-7.0,8,-18835.988621
-50.0,50,-18835.938698
-1.0,2,-18835.935311
-4.0,5,-18835.930494
-3.0,4,-18835.925254
-22.0,23,-18835.898841
-16.0,17,-18835.879083
-1.0,2,-18835.867917
-14.0,15,-18835.854331
-28.0,29,-18835.825787
-8.0,9,-18835.811442
-50.0,50,-18835.756762
-8.0,9,-18835.745064
-26.0,27,-18835.712222
-28.0,29,-18835.685328
-4.0,5,-18835.673944
-14.0,15,-18835.656719
-12.0,13,-18835.641657
-5.0,6,-18835.631269
-33.0,34,-18835.595738
-4.0,5,-18835.581743
-7.0,8,-18835.573875
-41.0,42,-18835.53472
-13.0,14,-18835.518054
-3.0,4,-18835.510233
-3.0,4,-18835.502115
-13.0,14,-18835.484977
-15.0,16,-18835.46544
-18.0,19,-18835.447605
-6.0,7,-18835.439931
-10.0,11,-18835.428346
-16.0,17,-18835.405565
-14.0,15,-18835.391234
-20.0,21,-18835.369017
-18.0,19,-18835.345953
-1.0,2,-18835.343154
-6.0,7,-18835.336873
-6.0,7,-18835.321049
-17.0,18,-18835.303993
-6.0,7,-18835.295283
-17.0,18,-18835.278031
-18.0,19,-18835.260666
-37.0,38,-18835.208545
-2.0,3,-18834.230531
-21.0,22,-18834.210577
-8.0,9,-18833.218543
-7.0,8,-18832.215236
-25.0,26,-18831.193389
-4.0,5,-18830.206658
-7.0,8,-18829.200231
0.0,1,-18828.202095
-21.0,22,-18828.182186
-13.0,14,-18827.186293
-5.0,6,-18826.187373
-2.0,3,-18825.185969
-3.0,4,-18825.18218
-24.0,25,-18825.160438
-9.0,10,-18824.171636
-12.0,13,-18823.163923
-3.0,4,-18822.167265
-41.0,42,-18821.128104
-50.0,50,-18820.116728
-50.0,50,-18819.114892
-26.0,27,-18818.127532
-20.0,21,-18817.129823
-50.0,50,-18816.099801
-16.0,17,-18815.123743
-30.0,31,-18814.10805
-32.0,33,-18813.100829
-2.0,3,-18812.121783
-18.0,19,-18811.103294
-15.0,16,-18810.101522
-7.0,8,-18809.103451
-8.0,9,-18808.097007
-34.0,35,-18807.069437
-25.0,26,-18806.074048
-33.0,34,-18805.061253
-6.0,7,-18804.080701
-18.0,19,-18803.065826
-9.0,10,-18802.067912
-36.0,37,-18801.037885
-14.0,15,-18800.054155
-6.0,7,-18799.057543
-13.0,14,-18798.039768
-5.0,6,-18797.512319
-50.0,50,-18797.461876
-50.0,50,-18797.403513
-3.0,4,-18797.398348
-4.0,5,-18797.390884
-5.0,6,-18797.379282
-30.0,31,-18797.347609
-24.0,25,-18797.318184
-34.0,35,-18797.278454
-50.0,50,-18796.173491
-3.0,4,-18796.166919
-19.0,20,-18796.141373
-7.0,8,-18796.127656
-1.0,2,-18796.125232
-21.0,22,-18796.10343
-24.0,25,-18796.077771
-3.0,4,-18796.073262
-14.0,15,-18796.054246
-5.0,6,-18796.046724
-2.0,3,-18796.038419
-7.0,8,-18796.027105
-8.0,9,-18796.017676
-5.0,6,-18796.01078
-5.0,6,-18796.001665
-17.0,18,-18795.96916
-3.0,4,-18795.962288
-15.0,16,-18795.940022
-7.0,8,-18795.92763
-13.0,14,-18795.902682
-10.0,11,-18795.889651
-5.0,6,-18795.876665
-10.0,11,-18795.853478
-27.0,28,-18795.817053
-6.0,7,-18795.80107
-6.0,7,-18795.794007
-38.0,39,-18795.754987
-27.0,28,-18795.724438
-23.0,24,-18794.724086
-25.0,26,-18793.81298
-14.0,15,-18793.788196
-6.0,7,-18793.778666
-16.0,17,-18793.736422
-4.0,5,-18793.726515
-14.0,15,-18793.70387
-2.0,3,-18793.694622
-30.0,31,-18793.647609
-31.0,32,-18793.600329
-50.0,50,-18793.541527
-14.0,15,-18793.522228
-4.0,5,-18793.50965
-7.0,8,-18793.497122
-3.0,4,-18793.488486
-25.0,26,-18793.443605
-5.0,6,-18793.433194
-9.0,10,-18793.412996
-8.0,9,-18793.398314
-10.0,11,-18793.379362
-6.0,7,-18793.365202
-1.0,2,-18793.35469
-16.0,17,-18793.337191
-1.0,2,-18793.332555
-50.0,50,-18793.280244
0.0,1,-18793.274508
-12.0,13,-18793.261554
-4.0,5,-18793.254461
-13.0,14,-18793.23633
-5.0,6,-18793.228355
-4.0,5,-18793.220602
-43.0,44,-18793.174739
-5.0,6,-18793.166981
-1.0,2,-18793.162067
-2.0,3,-18793.158597
-29.0,30,-18793.125035
-7.0,8,-18793.113911
-3.0,4,-18793.102112
-4.0,5,-18793.092286
-17.0,18,-18793.071091
-6.0,7,-18793.057522
-1.0,2,-18793.054322
-19.0,20,-18793.032627
-2.0,3,-18793.029282
-7.0,8,-18793.021534
-9.0,10,-18793.005463
-6.0,7,-18792.98883
-9.0,10,-18792.973454
-4.0,5,-18792.961496
-1.0,2,-18792.95644
-3.0,4,-18792.951434
-13.0,14,-18792.936097
-8.0,9,-18792.923741
-4.0,5,-18792.911414
-16.0,17,-18792.890768
-11.0,12,-18792.877562
-5.0,6,-18792.866567
-4.0,5,-18792.859604
-7.0,8,-18792.847887
-7.0,8,-18792.829878
-8.0,9,-18792.821345
-14.0,15,-18792.798016
-4.0,5,-18792.791135
-6.0,7,-18792.780694
-50.0,50,-18792.731035
-18.0,19,-18792.709638
-13.0,14,-18792.689491
-21.0,22,-18792.664713
-8.0,9,-18792.652819
-7.0,8,-18792.636283
-6.0,7,-18792.620718
-9.0,10,-18792.609986
-27.0,28,-18792.574584
-4.0,5,-18792.564565
-35.0,36,-18792.52327
-8.0,9,-18792.511093
-10.0,11,-18792.49646
-2.0,3,-18792.486814
-13.0,14,-18792.472258
-21.0,22,-18792.44224
-16.0,17,-18792.422554
-8.0,9,-18792.405348
-8.0,9,-18792.38915
-9.0,10,-18792.364393
-4.0,5,-18792.358829
-13.0,14,-18792.336514
-5.0,6,-18792.324451
-17.0,18,-18792.302535
-12.0,13,-18792.283524
-1.0,2,-18792.279628
-18.0,19,-18792.259904
-9.0,10,-18792.245643
-15.0,16,-18792.223706
-9.0,10,-18792.21021
-50.0,50,-18792.152349
-2.0,3,-18792.143008
-1.0,2,-18792.140747
-4.0,5,-18792.13227
-2.0,3,-18791.12939
-13.0,14,-18791.115529
-1.0,2,-18790.395909
-5.0,6,-18790.38895
-41.0,42,-18790.346988
-2.0,3,-18790.33939
-2.0,3,-18790.334733
-18.0,19,-18790.312521
-12.0,13,-18790.286907
-9.0,10,-18790.270556
-13.0,14,-18790.249812
-3.0,4,-18790.242538
-17.0,18,-18790.217871
-9.0,10,-18790.201564
-7.0,8,-18790.185965
-12.0,13,-18790.172231
-12.0,13,-18790.155486
-9.0,10,-18790.141498
-14.0,15,-18790.119903
-10.0,11,-18790.10736
-11.0,12,-18790.088896
-28.0,29,-18790.056876
-13.0,14,-18790.037744
-17.0,18,-18790.016112
-11.0,12,-18790.005729
-9.0,10,-18789.988867
-37.0,38,-18789.946471
-23.0,24,-18789.917641
-10.0,11,-18789.905452
-1.0,2,-18789.896549
-22.0,23,-18789.87468
-4.0,5,-18789.861221
-9.0,10,-18789.848987
-7.0,8,-18789.833538
-6.0,7,-18789.825927
-1.0,2,-18789.82311
-12.0,13,-18789.306572
-7.0,8,-18789.291392
-6.0,7,-18789.277496
-13.0,14,-18789.262753
-19.0,20,-18789.239002
-4.0,5,-18789.228906
-15.0,16,-18789.209107
-3.0,4,-18789.204599
-13.0,14,-18789.186473
-1.0,2,-18789.183489
-3.0,4,-18789.179551
-9.0,10,-18789.167705
-13.0,14,-18789.141587
-19.0,20,-18789.116596
-18.0,19,-18789.092235
-9.0,10,-18789.075082
-50.0,50,-18789.021669
-4.0,5,-18789.006215
-8.0,9,-18788.995146
-4.0,5,-18788.987502
-5.0,6,-18788.977494
-5.0,6,-18788.968254
-18.0,19,-18788.946446
-26.0,27,-18788.914353
-3.0,4,-18788.903907
-9.0,10,-18788.890167
-37.0,38,-18788.848397
-2.0,3,-18788.837626
-20.0,21,-18788.814396
-7.0,8,-18788.800488
-12.0,13,-18788.787379
-7.0,8,-18788.77462
-12.0,13,-18787.761744
