#{"t_start": 1743034456.1590307, "env_id": "PandaReach-v3"}
r,l,t
-2.0,3,-18691.703742
-3.0,4,-18691.700027
-2.0,3,-18691.695161
-3.0,4,-18691.691366
-3.0,4,-18691.686216
-1.0,2,-18691.684249
-3.0,4,-18691.680673
-3.0,4,-18691.676039
-2.0,3,-18691.667974
-3.0,4,-18691.664226
-1.0,2,-18691.660826
-2.0,3,-18691.657648
-1.0,2,-18691.652023
-3.0,4,-18691.64845
-3.0,4,-18691.642495
0.0,1,-18691.641321
-5.0,6,-18691.635798
-1.0,2,-18691.633627
-4.0,5,-18691.624286
-2.0,3,-18691.618032
-1.0,2,-18691.616091
-2.0,3,-18691.60936
-3.0,4,-18691.605764
-1.0,2,-18691.602629
-2.0,3,-18691.599618
-1.0,2,-18691.593796
-3.0,4,-18691.589893
-3.0,4,-18691.58481
-3.0,4,-18691.57617
-3.0,4,-18691.566878
0.0,1,-18691.560991
-2.0,3,-18691.557879
-2.0,3,-18691.550977
-3.0,4,-18691.546829
-3.0,4,-18691.542181
-2.0,3,-18691.534404
-3.0,4,-18691.530548
-3.0,4,-18691.525192
-5.0,6,-18691.519661
-2.0,3,-18691.516721
-3.0,4,-18691.507777
-2.0,3,-18691.500596
-2.0,3,-18691.497858
-1.0,2,-18691.49347
-2.0,3,-18691.490545
-1.0,2,-18691.485251
-1.0,2,-18691.483059
-4.0,5,-18691.474121
-2.0,3,-18691.467552
-6.0,7,-18691.461126
-2.0,3,-18691.450607
-2.0,3,-18691.447747
0.0,1,-18691.444278
-3.0,4,-18691.439985
-3.0,4,-18691.432906
-4.0,5,-18691.424005
-3.0,4,-18691.416682
-1.0,2,-18691.409718
-3.0,4,-18691.4061
-2.0,3,-18691.398412
-4.0,5,-18691.39342
-3.0,4,-18691.383895
-2.0,3,-18691.376253
-2.0,3,-18691.373177
-2.0,3,-18691.368354
-2.0,3,-18691.36534
-2.0,3,-18691.360266
-1.0,2,-18691.358135
-1.0,2,-18691.351817
-2.0,3,-18691.348834
-2.0,3,-18691.343423
-2.0,3,-18691.340216
-3.0,4,-18691.334106
-6.0,7,-18691.321605
-1.0,2,-18691.319265
-2.0,3,-18691.309691
-4.0,5,-18691.304523
-3.0,4,-18691.289556
-2.0,3,-18691.282958
-2.0,3,-18691.275221
-2.0,3,-18691.267792
-2.0,3,-18691.264825
-3.0,4,-18691.257648
-3.0,4,-18691.24978
-2.0,3,-18691.241909
-3.0,4,-18691.238204
-2.0,3,-18691.233677
-2.0,3,-18691.23053
-3.0,4,-18691.224381
-3.0,4,-18691.216005
-2.0,3,-18691.208525
0.0,1,-18691.207404
-2.0,3,-18691.200234
-5.0,6,-18691.194789
0.0,1,-18691.185163
-1.0,2,-18691.1831
-3.0,4,-18691.179679
-3.0,4,-18691.17466
-4.0,5,-18691.170175
-1.0,2,-18691.168242
0.0,1,-18691.166969
-1.0,2,-18691.164648
-3.0,4,-18691.157672
-2.0,3,-18691.1502
-2.0,3,-18691.147183
-1.0,2,-18691.142761
-3.0,4,-18691.138906
-4.0,5,-18691.13175
-1.0,2,-18691.125957
-2.0,3,-18691.122703
-3.0,4,-18691.115886
-4.0,5,-18691.106196
-2.0,3,-18691.099003
-2.0,3,-18691.096133
-1.0,2,-18691.092854
-3.0,4,-18691.082895
-3.0,4,-18691.07411
-3.0,4,-18691.065804
-2.0,3,-18691.057838
-3.0,4,-18691.054387
-2.0,3,-18691.04899
-1.0,2,-18691.047113
-3.0,4,-18691.039876
-2.0,3,-18691.031343
-2.0,3,-18691.028283
-2.0,3,-18691.024954
-2.0,3,-18691.015876
-3.0,4,-18691.012503
-2.0,3,-18691.007795
-2.0,3,-18691.00442
-3.0,4,-18690.999184
-2.0,3,-18690.996448
-2.0,3,-18690.991383
-3.0,4,-18690.987792
-2.0,3,-18690.983192
-1.0,2,-18690.980852
-2.0,3,-18690.974634
-2.0,3,-18690.972015
-2.0,3,-18690.966292
-3.0,4,-18690.962658
-6.0,7,-18690.954523
-2.0,3,-18690.949825
-1.0,2,-18690.947816
-4.0,5,-18690.939307
-3.0,4,-18690.932636
-3.0,4,-18690.928866
-2.0,3,-18690.924662
-3.0,4,-18690.91884
-1.0,2,-18690.915681
-2.0,3,-18690.906407
-1.0,2,-18690.899435
-5.0,6,-18690.893388
-2.0,3,-18690.882801
-3.0,4,-18690.879303
-3.0,4,-18690.873567
-3.0,4,-18690.858478
-2.0,3,-18690.855274
-3.0,4,-18690.851599
-1.0,2,-18690.849493
-3.0,4,-18690.845692
-3.0,4,-18690.841424
-3.0,4,-18690.836679
-2.0,3,-18690.82887
-1.0,2,-18690.82691
-2.0,3,-18690.820755
-1.0,2,-18690.818604
-2.0,3,-18690.81257
-3.0,4,-18690.808811
-3.0,4,-18690.803385
-2.0,3,-18690.800578
-2.0,3,-18690.79613
-3.0,4,-18690.792659
-4.0,5,-18690.785644
-2.0,3,-18690.778973
-2.0,3,-18690.776158
-3.0,4,-18690.769486
-1.0,2,-18690.767549
-6.0,7,-18690.761178
-1.0,2,-18690.754961
-3.0,4,-18690.751347
-3.0,4,-18690.744826
-2.0,3,-18690.737458
-1.0,2,-18690.735347
-1.0,2,-18690.728793
-2.0,3,-18690.725998
-1.0,2,-18690.720466
-3.0,4,-18690.716569
-3.0,4,-18690.180506
0.0,1,-18690.173416
-3.0,4,-18690.168779
-2.0,3,-18690.163516
-2.0,3,-18690.160265
-2.0,3,-18690.156127
-1.0,2,-18690.148635
-2.0,3,-18690.145736
-3.0,4,-18690.138667
-1.0,2,-18690.13081
0.0,1,-18690.129524
-3.0,4,-18690.12569
-2.0,3,-18690.122525
-3.0,4,-18690.118291
-3.0,4,-18690.112939
-5.0,6,-18690.106568
-4.0,5,-18690.101673
-1.0,2,-18690.097958
-2.0,3,-18690.094928
-2.0,3,-18690.088563
-2.0,3,-18690.085223
-1.0,2,-18690.081102
-2.0,3,-18690.077958
-1.0,2,-18690.073807
-1.0,2,-18690.064354
-2.0,3,-18690.061448
-3.0,4,-18690.054543
-1.0,2,-18690.04771
-8.0,9,-18690.040045
0.0,1,-18690.032737
-2.0,3,-18690.029811
-2.0,3,-18690.02244
-2.0,3,-18690.019643
0.0,1,-18690.015701
-4.0,5,-18690.010478
-3.0,4,-18690.005056
-2.0,3,-18689.996986
-3.0,4,-18689.993324
-3.0,4,-18689.988616
-3.0,4,-18689.98495
-3.0,4,-18689.979861
-2.0,3,-18689.976861
-2.0,3,-18689.971993
-1.0,2,-18689.96993
-1.0,2,-18689.964276
-2.0,3,-18689.961036
-3.0,4,-18689.953976
-1.0,2,-18689.948501
-8.0,9,-18689.932277
-6.0,7,-18689.91738
-2.0,3,-18689.914245
-2.0,3,-18689.906022
-2.0,3,-18689.902881
-1.0,2,-18689.898247
-2.0,3,-18689.895331
-2.0,3,-18689.888306
-3.0,4,-18689.883965
0.0,1,-18689.882318
-2.0,3,-18689.879313
-3.0,4,-18689.871103
-2.0,3,-18689.863168
-3.0,4,-18689.859176
-3.0,4,-18689.855077
-2.0,3,-18689.846338
-2.0,3,-18689.843412
-3.0,4,-18689.838223
-3.0,4,-18689.828125
-2.0,3,-18689.821464
-2.0,3,-18689.818469
-2.0,3,-18689.813581
-3.0,4,-18689.809916
-3.0,4,-18689.804879
0.0,1,-18689.803765
-2.0,3,-18689.797342
-3.0,4,-18689.793592
-2.0,3,-18689.788236
-2.0,3,-18689.785312
-2.0,3,-18689.78054
-2.0,3,-18689.770931
-2.0,3,-18689.767953
0.0,1,-18689.765553
-1.0,2,-18689.755909
-3.0,4,-18689.752163
-3.0,4,-18689.745532
-5.0,6,-18689.735757
-2.0,3,-18689.730081
0.0,1,-18689.72896
-3.0,4,-18689.719843
-5.0,6,-18689.710557
-2.0,3,-18689.704478
-3.0,4,-18689.700479
-2.0,3,-18689.697034
-2.0,3,-18689.693872
-3.0,4,-18689.687979
0.0,1,-18689.686753
0.0,1,-18689.685474
-1.0,2,-18689.68338
-1.0,2,-18689.681221
-3.0,4,-18689.677306
-1.0,2,-18689.672733
-3.0,4,-18689.66909
-2.0,3,-18689.664105
0.0,1,-18689.656566
-2.0,3,-18689.653615
-3.0,4,-18689.645464
-3.0,4,-18689.637358
-2.0,3,-18689.629897
-2.0,3,-18689.627068
-3.0,4,-18689.62089
-1.0,2,-18689.614136
-3.0,4,-18689.610379
-1.0,2,-18689.606037
-1.0,2,-18689.603891
0.0,1,-18689.598548
-3.0,4,-18689.594765
-1.0,2,-18689.589479
-1.0,2,-18689.5868
-1.0,2,-18689.57997
-2.0,3,-18689.576056
-1.0,2,-18689.572351
-1.0,2,-18689.570381
-2.0,3,-18689.563138
-1.0,2,-18689.561121
-2.0,3,-18689.554871
-3.0,4,-18689.551334
-3.0,4,-18689.546024
-1.0,2,-18689.538968
-3.0,4,-18689.535374
-1.0,2,-18689.531065
-2.0,3,-18689.528282
-3.0,4,-18689.520496
-2.0,3,-18689.512273
-2.0,3,-18689.509298
-1.0,2,-18689.504612
-2.0,3,-18689.501704
-2.0,3,-18689.494988
-2.0,3,-18689.49207
-2.0,3,-18689.487469
-3.0,4,-18689.483565
-3.0,4,-18689.478267
-3.0,4,-18689.474385
-1.0,2,-18689.472439
-2.0,3,-18689.469508
-3.0,4,-18689.461796
-3.0,4,-18689.452489
-3.0,4,-18689.444305
-2.0,3,-18689.436483
-2.0,3,-18689.43359
-1.0,2,-18689.42965
-2.0,3,-18689.4267
0.0,1,-18689.422516
-2.0,3,-18689.41188
-4.0,5,-18689.407337
-2.0,3,-18689.403719
-3.0,4,-18689.399729
-2.0,3,-18689.395209
0.0,1,-18689.394049
-3.0,4,-18689.386295
-2.0,3,-18689.378625
-3.0,4,-18689.374459
0.0,1,-18689.373022
-4.0,5,-18689.368193
-2.0,3,-18689.361411
-2.0,3,-18689.358243
-4.0,5,-18689.351448
-2.0,3,-18689.344127
0.0,1,-18689.338911
-1.0,2,-18689.336497
-2.0,3,-18689.328655
-1.0,2,-18689.326471
-4.0,5,-18689.319396
-2.0,3,-18689.312437
-1.0,2,-18689.309983
-2.0,3,-18689.302872
-2.0,3,-18689.294658
-3.0,4,-18689.28389
0.0,1,-18689.280908
-2.0,3,-18689.277055
-2.0,3,-18689.270067
0.0,1,-18689.268844
-4.0,5,-18689.259861
-1.0,2,-18689.254891
-2.0,3,-18689.251832
-3.0,4,-18689.244856
-2.0,3,-18689.236945
-1.0,2,-18689.234849
-1.0,2,-18689.230418
-1.0,2,-18689.228158
-3.0,4,-18689.219421
-1.0,2,-18689.211882
-3.0,4,-18689.207831
-2.0,3,-18689.203335
-6.0,7,-18689.197046
-3.0,4,-18689.185674
-2.0,3,-18689.178397
-1.0,2,-18689.176443
-2.0,3,-18689.170465
-3.0,4,-18689.166533
-2.0,3,-18689.162486
-4.0,5,-18689.157999
-3.0,4,-18689.153074
-1.0,2,-18689.151102
-2.0,3,-18689.145606
-4.0,5,-18689.140829
-1.0,2,-18689.138114
-2.0,3,-18689.135088
-3.0,4,-18689.127887
0.0,1,-18689.121955
-2.0,3,-18689.119179
-3.0,4,-18689.110956
-2.0,3,-18689.103457
-2.0,3,-18689.100569
-2.0,3,-18689.095549
-1.0,2,-18689.093477
-1.0,2,-18689.088036
-1.0,2,-18689.086057
-2.0,3,-18689.078441
-2.0,3,-18689.075601
-3.0,4,-18689.068389
-4.0,5,-18689.058823
-2.0,3,-18689.052524
-2.0,3,-18689.049524
-3.0,4,-18689.043262
-5.0,6,-18689.033516
-2.0,3,-18689.027565
-3.0,4,-18689.023932
-2.0,3,-18689.01955
-3.0,4,-18689.015903
-1.0,2,-18689.011807
-2.0,3,-18689.008734
-1.0,2,-18689.003442
-5.0,6,-18688.997662
-1.0,2,-18688.986001
-1.0,2,-18688.983962
-3.0,4,-18688.977044
-1.0,2,-18688.975034
-4.0,5,-18688.967463
-2.0,3,-18688.960543
-3.0,4,-18688.956836
-3.0,4,-18688.952988
-2.0,3,-18688.944962
0.0,1,-18688.943695
-4.0,5,-18688.934517
-2.0,3,-18688.927456
-3.0,4,-18688.922361
-2.0,3,-18688.911106
-2.0,3,-18688.908312
-2.0,3,-18688.902565
-2.0,3,-18688.899822
-1.0,2,-18688.895652
-3.0,4,-18688.891626
-4.0,5,-18688.883827
-1.0,2,-18688.878645
-4.0,5,-18688.866853
-3.0,4,-18688.860828
-5.0,6,-18688.849973
-2.0,3,-18688.843586
-1.0,2,-18688.841563
-2.0,3,-18688.835918
-3.0,4,-18688.825833
-1.0,2,-18688.820273
-1.0,2,-18688.818309
-2.0,3,-18688.810571
0.0,1,-18688.809418
-3.0,4,-18688.80057
-1.0,2,-18688.795002
-3.0,4,-18688.791303
-2.0,3,-18688.786626
-2.0,3,-18688.777047
-3.0,4,-18688.772953
-2.0,3,-18688.768896
-2.0,3,-18688.766178
-1.0,2,-18688.761311
-2.0,3,-18688.75861
-2.0,3,-18688.752352
-4.0,5,-18688.7479
-4.0,5,-18688.742354
0.0,1,-18688.73641
-5.0,6,-18688.731057
-5.0,6,-18688.725216
-1.0,2,-18688.719478
-3.0,4,-18688.715954
-1.0,2,-18688.712337
-1.0,2,-18688.702925
-2.0,3,-18688.699991
-2.0,3,-18688.69444
-2.0,3,-18688.691418
-2.0,3,-18688.685182
-2.0,3,-18688.681854
-1.0,2,-18688.678469
-1.0,2,-18688.669642
-1.0,2,-18688.667598
-3.0,4,-18688.660412
-2.0,3,-18688.652278
-4.0,5,-18688.647468
-2.0,3,-18688.635419
-1.0,2,-18688.633375
-2.0,3,-18688.627725
-3.0,4,-18688.623697
-2.0,3,-18688.61937
-10.0,11,-18688.609683
-2.0,3,-18688.602834
-2.0,3,-18688.600007
-2.0,3,-18688.594574
-3.0,4,-18688.590676
-3.0,4,-18688.585219
-1.0,2,-18688.578254
-2.0,3,-18688.575455
-2.0,3,-18688.5692
0.0,1,-18688.56791
-3.0,4,-18688.559823
0.0,1,-18688.554412
-1.0,2,-18688.552188
-4.0,5,-18688.547533
-3.0,4,-18688.535088
-5.0,6,-18688.523682
-2.0,3,-18688.51905
-1.0,2,-18688.51713
-2.0,3,-18688.509877
-3.0,4,-18688.506294
-5.0,6,-18688.498973
-1.0,2,-18688.493946
-3.0,4,-18688.489908
-1.0,2,-18688.485612
-3.0,4,-18688.481693
-2.0,3,-18688.476684
-2.0,3,-18688.47367
-2.0,3,-18688.468251
-4.0,5,-18688.463487
-3.0,4,-18688.458644
-1.0,2,-18688.451993
-2.0,3,-18688.449046
-2.0,3,-18688.443017
-2.0,3,-18688.440328
-3.0,4,-18688.433857
-2.0,3,-18688.426041
-1.0,2,-18688.424127
-1.0,2,-18688.418841
0.0,1,-18688.417763
-1.0,2,-18688.415555
-2.0,3,-18688.409692
-2.0,3,-18688.40697
-1.0,2,-18688.402519
-3.0,4,-18688.398982
-2.0,3,-18688.393088
-3.0,4,-18688.389389
-2.0,3,-18688.384617
-2.0,3,-18688.381608
-4.0,5,-18688.375077
-2.0,3,-18688.367601
-3.0,4,-18688.364047
-2.0,3,-18688.359883
-3.0,4,-18688.356255
0.0,1,-18688.353008
-1.0,2,-18688.350947
-3.0,4,-18688.347027
-2.0,3,-18688.342075
-2.0,3,-18688.338165
-5.0,6,-18688.331707
-3.0,4,-18688.327925
-2.0,3,-18688.32501
-3.0,4,-18688.316139
-1.0,2,-18688.311089
-3.0,4,-18688.300737
-4.0,5,-18688.291488
-3.0,4,-18688.283279
-3.0,4,-18688.275742
-1.0,2,-18688.269282
-1.0,2,-18688.267247
-3.0,4,-18688.25938
-2.0,3,-18688.251808
-3.0,4,-18688.247476
-2.0,3,-18688.243916
-7.0,8,-18688.237173
-2.0,3,-18688.226756
-3.0,4,-18688.222963
0.0,1,-18688.220541
-2.0,3,-18688.217829
-2.0,3,-18688.214882
0.0,1,-18688.21203
-3.0,4,-18688.208367
-1.0,2,-18688.202395
-1.0,2,-18688.200382
-2.0,3,-18688.193618
-3.0,4,-18688.190247
-3.0,4,-18688.184582
-2.0,3,-18688.181889
-1.0,2,-18688.176522
-3.0,4,-18688.172963
-2.0,3,-18688.168917
-2.0,3,-18688.159815
-3.0,4,-18688.156254
-3.0,4,-18688.151101
-3.0,4,-18688.147418
-2.0,3,-18688.143955
-2.0,3,-18688.141302
-1.0,2,-18688.136019
-2.0,3,-18688.133259
-2.0,3,-18688.126793
-3.0,4,-18688.123228
0.0,1,-18688.120347
-2.0,3,-18688.117725
-3.0,4,-18688.114289
-3.0,4,-18688.110379
-2.0,3,-18688.107349
-3.0,4,-18688.100711
-2.0,3,-18688.093078
-2.0,3,-18688.09012
-3.0,4,-18688.084517
-3.0,4,-18688.08057
-3.0,4,-18688.077081
-2.0,3,-18688.074314
-2.0,3,-18688.067583
-2.0,3,-18688.064781
-3.0,4,-18688.059362
-2.0,3,-18688.056283
-3.0,4,-18688.05064
-3.0,4,-18688.041893
-5.0,6,-18688.031068
-3.0,4,-18688.026032
-2.0,3,-18688.018087
-2.0,3,-18688.015163
-2.0,3,-18688.009982
-2.0,3,-18688.007246
-3.0,4,-18688.00074
-4.0,5,-18687.995895
-2.0,3,-18687.993056
-2.0,3,-18687.990005
-2.0,3,-18687.984266
-2.0,3,-18687.981201
-1.0,2,-18687.977081
-4.0,5,-18687.972202
-2.0,3,-18687.968206
-3.0,4,-18687.964375
-5.0,6,-18687.957228
-3.0,4,-18687.950575
-2.0,3,-18687.947578
-1.0,2,-18687.945631
-3.0,4,-18687.941874
-2.0,3,-18687.93421
-2.0,3,-18687.931128
-2.0,3,-18687.926328
-1.0,2,-18687.924097
-3.0,4,-18687.916707
-1.0,2,-18687.909995
-3.0,4,-18687.906153
-1.0,2,-18687.902246
-3.0,4,-18687.898823
-2.0,3,-18687.892717
-2.0,3,-18687.889929
-3.0,4,-18687.883201
-2.0,3,-18687.875805
-2.0,3,-18687.873028
-3.0,4,-18687.86705
-2.0,3,-18687.864081
-2.0,3,-18687.859376
-3.0,4,-18687.855226
-3.0,4,-18687.850315
-3.0,4,-18687.846828
-3.0,4,-18687.841738
-2.0,3,-18687.838758
-3.0,4,-18687.834925
-1.0,2,-18687.833071
-3.0,4,-18687.824498
-2.0,3,-18687.816409
-1.0,2,-18687.80984
-2.0,3,-18687.799734
-1.0,2,-18687.797755
-2.0,3,-18687.792287
-3.0,4,-18687.788799
-1.0,2,-18687.784536
-2.0,3,-18687.781231
-2.0,3,-18687.775648
-2.0,3,-18687.772904
-2.0,3,-18687.767681
0.0,1,-18687.76661
0.0,1,-18687.760565
-2.0,3,-18687.757309
-2.0,3,-18687.750561
-3.0,4,-18687.746805
-4.0,5,-18687.741094
-1.0,2,-18687.734622
-1.0,2,-18687.732621
-2.0,3,-18687.725584
-3.0,4,-18687.721697
-2.0,3,-18687.717474
-2.0,3,-18687.714699
-3.0,4,-18687.707836
-1.0,2,-18687.701317
-5.0,6,-18687.695395
-3.0,4,-18687.680157
-1.0,2,-18687.676289
-1.0,2,-18687.667496
-2.0,3,-18687.664421
-2.0,3,-18687.658547
-2.0,3,-18687.655865
-2.0,3,-18687.650484
-2.0,3,-18687.647726
-2.0,3,-18687.642197
-2.0,3,-18687.639489
-1.0,2,-18687.634785
-4.0,5,-18687.630331
-3.0,4,-18687.624576
-4.0,5,-18687.615225
0.0,1,-18687.61023
-3.0,4,-18687.606547
-1.0,2,-18687.601292
-1.0,2,-18687.599379
0.0,1,-18687.592992
-1.0,2,-18687.590996
-3.0,4,-18687.587528
-1.0,2,-18687.584488
-2.0,3,-18687.581634
-2.0,3,-18687.575279
0.0,1,-18687.574092
-3.0,4,-18687.565278
-2.0,3,-18687.558453
0.0,1,-18687.557347
-2.0,3,-18687.550075
0.0,1,-18687.54867
-3.0,4,-18687.539546
-4.0,5,-18687.532038
-2.0,3,-18687.525025
-3.0,4,-18687.521513
-4.0,5,-18687.515244
-4.0,5,-18687.50665
-2.0,3,-18687.499993
-1.0,2,-18687.497899
-2.0,3,-18687.491667
-2.0,3,-18687.488985
-3.0,4,-18687.482657
-2.0,3,-18687.475201
-5.0,6,-18687.463815
-1.0,2,-18687.459246
-2.0,3,-18687.456109
-4.0,5,-18687.447785
-2.0,3,-18687.4416
-1.0,2,-18687.439597
-2.0,3,-18687.433063
-2.0,3,-18687.430247
-1.0,2,-18687.42577
-3.0,4,-18687.4223
-2.0,3,-18687.416046
-2.0,3,-18687.413399
-3.0,4,-18687.407551
-4.0,5,-18687.403286
-2.0,3,-18687.40016
-2.0,3,-18687.397415
-2.0,3,-18687.391301
-2.0,3,-18687.388445
-1.0,2,-18687.383956
-1.0,2,-18687.382065
-7.0,8,-18687.370542
-3.0,4,-18687.365255
-1.0,2,-18687.358768
-3.0,4,-18687.355177
-5.0,6,-18687.346622
-1.0,2,-18687.340613
0.0,1,-18687.338956
-2.0,3,-18687.332716
-4.0,5,-18687.322903
-3.0,4,-18687.315593
-1.0,2,-18687.309139
-2.0,3,-18687.306385
-2.0,3,-18687.298429
-2.0,3,-18687.295515
-2.0,3,-18687.29067
-5.0,6,-18687.279377
-2.0,3,-18687.274154
-3.0,4,-18687.270325
-5.0,6,-18687.264161
-1.0,2,-18687.258346
-8.0,9,-18687.250242
-4.0,5,-18687.238894
-2.0,3,-18687.232325
-4.0,5,-18687.2277
-1.0,2,-18687.215267
-3.0,4,-18687.211491
-3.0,4,-18687.20659
-2.0,3,-18687.199526
-5.0,6,-18687.193688
-1.0,2,-18687.191495
-2.0,3,-18687.188594
-2.0,3,-18687.185661
-1.0,2,-18687.183696
-2.0,3,-18687.180869
-6.0,7,-18687.171602
-1.0,2,-18687.16816
-2.0,3,-18687.165185
-3.0,4,-18687.158212
-2.0,3,-18687.150183
-1.0,2,-18687.148103
-3.0,4,-18687.141068
-6.0,7,-18687.129566
-1.0,2,-18687.126482
0.0,1,-18687.125388
-3.0,4,-18687.121695
-2.0,3,-18687.117311
-3.0,4,-18687.113689
-3.0,4,-18687.108052
-2.0,3,-18687.10527
-3.0,4,-18687.099255
0.0,1,-18687.093427
-5.0,6,-18687.087589
-1.0,2,-18687.084211
0.0,1,-18687.083089
-3.0,4,-18687.079676
-2.0,3,-18687.075212
-2.0,3,-18687.072396
0.0,1,-18687.068684
-3.0,4,-18687.064913
-2.0,3,-18687.058349
-1.0,2,-18687.056369
-2.0,3,-18687.049797
-2.0,3,-18687.046582
-1.0,2,-18687.042664
-3.0,4,-18687.039026
-1.0,2,-18687.034219
-3.0,4,-18687.0306
-3.0,4,-18687.0231
-2.0,3,-18687.01523
-5.0,6,-18687.009565
0.0,1,-18687.000194
-2.0,3,-18686.997203
-3.0,4,-18686.989413
-2.0,3,-18686.98189
-4.0,5,-18686.977367
-2.0,3,-18686.974259
-3.0,4,-18686.970604
-2.0,3,-18686.96591
-3.0,4,-18686.962322
-2.0,3,-18686.956969
-1.0,2,-18686.955068
-3.0,4,-18686.947424
-3.0,4,-18686.939357
-3.0,4,-18686.440887
-1.0,2,-18686.430666
-2.0,3,-18686.427651
-3.0,4,-18686.421529
-4.0,5,-18686.411557
-3.0,4,-18686.404687
-3.0,4,-18686.396151
-2.0,3,-18686.38961
-2.0,3,-18686.381072
-2.0,3,-18686.378289
-4.0,5,-18686.370925
-2.0,3,-18686.363974
-2.0,3,-18686.361218
-3.0,4,-18686.355569
-3.0,4,-18686.346971
-3.0,4,-18686.33878
0.0,1,-18686.332841
-1.0,2,-18686.330771
-2.0,3,-18686.328003
-1.0,2,-18686.326103
-1.0,2,-18686.324086
-1.0,2,-18686.321978
-4.0,5,-18686.311323
-3.0,4,-18686.304564
-2.0,3,-18686.298113
-2.0,3,-18686.289456
-3.0,4,-18686.285666
-2.0,3,-18686.281653
0.0,1,-18686.280365
-3.0,4,-18686.272244
-3.0,4,-18686.263621
-5.0,6,-18686.253589
-5.0,6,-18686.245618
-2.0,3,-18686.239595
-2.0,3,-18686.236083
-1.0,2,-18686.232063
-3.0,4,-18686.228542
-3.0,4,-18686.221161
-2.0,3,-18686.214687
-2.0,3,-18686.205884
-4.0,5,-18686.201428
-2.0,3,-18686.198235
-2.0,3,-18686.195409
0.0,1,-18686.191662
-2.0,3,-18686.188561
-5.0,6,-18686.179021
-1.0,2,-18686.173799
0.0,1,-18686.172726
-2.0,3,-18686.170101
-3.0,4,-18686.163031
-2.0,3,-18686.160343
-4.0,5,-18686.155797
-4.0,5,-18686.151415
-3.0,4,-18686.14651
-2.0,3,-18686.143743
-1.0,2,-18686.139639
0.0,1,-18686.138429
-3.0,4,-18686.134757
-5.0,6,-18686.127623
-3.0,4,-18686.120692
-2.0,3,-18686.113472
-2.0,3,-18686.11039
-2.0,3,-18686.105235
-3.0,4,-18686.101486
-3.0,4,-18686.096143
-3.0,4,-18686.092439
-2.0,3,-18686.089761
-2.0,3,-18686.086918
-3.0,4,-18686.079126
-1.0,2,-18686.072161
0.0,1,-18686.071084
-2.0,3,-18686.068116
-3.0,4,-18686.062415
-2.0,3,-18686.054605
-2.0,3,-18686.051749
-1.0,2,-18686.047538
-3.0,4,-18686.044067
-2.0,3,-18686.038685
-1.0,2,-18686.036797
-2.0,3,-18686.029913
-1.0,2,-18686.027671
-1.0,2,-18686.022609
-3.0,4,-18686.018922
-2.0,3,-18686.013636
-3.0,4,-18686.009788
-4.0,5,-18686.003385
-3.0,4,-18685.995969
-1.0,2,-18685.988617
-3.0,4,-18685.985075
-3.0,4,-18685.979317
-3.0,4,-18685.975362
-2.0,3,-18685.972575
-4.0,5,-18685.968173
-2.0,3,-18685.965332
-2.0,3,-18685.962533
-2.0,3,-18685.95451
-1.0,2,-18685.952382
-1.0,2,-18685.947569
-1.0,2,-18685.945664
-1.0,2,-18685.938857
-1.0,2,-18685.936974
-1.0,2,-18685.930331
-2.0,3,-18685.927624
-3.0,4,-18685.92092
-2.0,3,-18685.917924
-2.0,3,-18685.915098
-2.0,3,-18685.912178
-2.0,3,-18685.904624
-5.0,6,-18685.899333
0.0,1,-18685.889436
-4.0,5,-18685.88467
-5.0,6,-18685.877487
-1.0,2,-18685.871546
-2.0,3,-18685.868242
-3.0,4,-18685.861275
-4.0,5,-18685.851818
-2.0,3,-18685.846309
-1.0,2,-18685.838644
-1.0,2,-18685.83672
-2.0,3,-18685.829462
-3.0,4,-18685.825241
-2.0,3,-18685.820961
-1.0,2,-18685.819045
-2.0,3,-18685.811747
-1.0,2,-18685.809788
-2.0,3,-18685.804024
-4.0,5,-18685.798731
-4.0,5,-18685.793973
-2.0,3,-18685.786632
0.0,1,-18685.785363
-1.0,2,-18685.779989
-1.0,2,-18685.772085
-1.0,2,-18685.770022
-2.0,3,-18685.762656
-2.0,3,-18685.759691
-3.0,4,-18685.754159
-2.0,3,-18685.751019
0.0,1,-18685.74973
-2.0,3,-18685.746648
-3.0,4,-18685.742964
-1.0,2,-18685.739833
0.0,1,-18685.738499
-2.0,3,-18685.735496
-3.0,4,-18685.728741
-2.0,3,-18685.721507
-2.0,3,-18685.718252
-3.0,4,-18685.712415
-3.0,4,-18685.703767
-1.0,2,-18685.696888
-5.0,6,-18685.691097
0.0,1,-18685.68953
-2.0,3,-18685.686456
-2.0,3,-18685.67906
-5.0,6,-18685.67294
-2.0,3,-18685.662872
-1.0,2,-18685.660736
-4.0,5,-18685.652278
-2.0,3,-18685.645638
-1.0,2,-18685.643543
-3.0,4,-18685.636301
-1.0,2,-18685.630237
-3.0,4,-18685.619733
-1.0,2,-18685.613235
-1.0,2,-18685.611274
-2.0,3,-18685.604418
-3.0,4,-18685.60025
-2.0,3,-18685.596368
-3.0,4,-18685.59236
-3.0,4,-18685.587371
-3.0,4,-18685.583684
0.0,1,-18685.581522
-4.0,5,-18685.576546
-2.0,3,-18685.570511
-1.0,2,-18685.568371
-1.0,2,-18685.563031
-2.0,3,-18685.560254
-1.0,2,-18685.554957
-3.0,4,-18685.551049
-2.0,3,-18685.545361
